Subject,Educ,Income2005
4758,>16,"$60,000.00 "
4760,>16,"$34,000.00 "
4767,>16,"$40,000.00 "
4798,>16,"$90,000.00 "
4799,>16,"$40,500.00 "
4826,>16,"$57,000.00 "
4831,>16,"$54,500.00 "
4842,>16,"$37,000.00 "
4870,>16,"$6,000.00 "
4872,>16,"$56,000.00 "
4907,>16,"$188,255.00 "
4919,>16,"$52,000.00 "
4921,>16,"$92,500.00 "
4954,>16,"$78,000.00 "
4975,>16,"$60,000.00 "
4998,>16,"$69,600.00 "
5001,>16,"$30,000.00 "
5003,>16,"$228,453.00 "
5012,>16,"$215,765.00 "
5020,>16,"$39,000.00 "
5021,>16,"$44,000.00 "
5023,>16,"$39,000.00 "
5028,>16,"$153,447.00 "
5054,>16,"$34,000.00 "
5091,>16,"$56,400.00 "
5095,>16,"$20,000.00 "
5096,>16,"$30,000.00 "
5107,>16,"$152,683.00 "
5143,>16,"$62,000.00 "
5168,>16,"$23,000.00 "
5170,>16,"$55,000.00 "
5185,>16,"$57,000.00 "
5197,>16,"$123,000.00 "
5212,>16,"$20,000.00 "
5222,>16,"$80,000.00 "
5245,>16,"$200,977.00 "
5299,>16,"$45,000.00 "
5310,>16,"$59,800.00 "
5325,>16,$600.00 
5351,>16,"$53,000.00 "
5389,>16,"$53,000.00 "
5391,>16,"$40,000.00 "
5394,>16,"$42,000.00 "
5395,>16,"$35,000.00 "
5419,>16,"$81,000.00 "
5489,>16,"$91,000.00 "
5543,>16,"$133,000.00 "
5592,>16,"$33,000.00 "
5594,>16,"$79,000.00 "
5621,>16,"$44,000.00 "
5623,>16,"$96,000.00 "
5624,>16,"$36,000.00 "
5655,>16,"$90,000.00 "
5667,>16,"$198,032.00 "
5676,>16,"$15,000.00 "
5690,>16,"$70,000.00 "
5701,>16,"$114,000.00 "
5710,>16,"$53,000.00 "
11758,>16,"$70,000.00 "
11779,>16,"$1,500.00 "
11889,>16,"$40,000.00 "
11902,>16,"$48,000.00 "
11916,>16,"$38,000.00 "
11918,>16,"$85,000.00 "
11929,>16,"$82,000.00 "
11937,>16,"$43,000.00 "
11972,>16,"$110,500.00 "
11990,>16,"$70,000.00 "
12010,>16,"$53,000.00 "
12023,>16,"$65,000.00 "
12044,>16,"$45,000.00 "
12045,>16,"$49,000.00 "
12064,>16,"$158,730.00 "
12089,>16,"$40,000.00 "
12106,>16,"$120,000.00 "
12119,>16,"$45,000.00 "
8,13-15,"$36,000.00 "
9,13-15,"$65,000.00 "
16,13-15,"$71,000.00 "
17,13-15,"$43,000.00 "
18,13-15,"$120,000.00 "
34,13-15,"$150,432.00 "
41,13-15,"$120,000.00 "
49,13-15,"$34,000.00 "
61,13-15,"$63,000.00 "
62,13-15,"$30,000.00 "
97,13-15,"$49,000.00 "
117,13-15,"$83,000.00 "
126,13-15,"$85,000.00 "
139,13-15,"$120,000.00 "
143,13-15,"$52,000.00 "
147,13-15,"$12,000.00 "
160,13-15,"$65,000.00 "
166,13-15,"$82,000.00 "
174,13-15,"$48,000.00 "
202,13-15,"$55,000.00 "
230,13-15,"$55,000.00 "
232,13-15,"$45,000.00 "
235,13-15,"$98,000.00 "
236,13-15,"$30,000.00 "
245,13-15,"$25,000.00 "
248,13-15,"$2,000.00 "
256,13-15,"$3,000.00 "
260,13-15,"$65,000.00 "
273,13-15,"$61,500.00 "
274,13-15,"$45,000.00 "
275,13-15,"$52,000.00 "
306,13-15,"$40,000.00 "
335,13-15,"$10,000.00 "
341,13-15,"$125,000.00 "
355,13-15,"$120,000.00 "
388,13-15,"$70,000.00 "
393,13-15,"$68,000.00 "
405,13-15,"$26,000.00 "
414,13-15,"$21,000.00 "
418,13-15,"$28,000.00 "
438,13-15,"$36,000.00 "
442,13-15,"$15,000.00 "
443,13-15,"$47,000.00 "
453,13-15,"$40,300.00 "
460,13-15,"$21,400.00 "
464,13-15,"$78,000.00 "
489,13-15,"$85,000.00 "
495,13-15,"$29,821.00 "
499,13-15,"$36,000.00 "
500,13-15,"$53,000.00 "
527,13-15,"$50,000.00 "
533,13-15,"$5,000.00 "
560,13-15,"$78,500.00 "
564,13-15,"$5,000.00 "
565,13-15,"$55,000.00 "
583,13-15,"$36,000.00 "
604,13-15,"$40,000.00 "
606,13-15,"$35,000.00 "
622,13-15,"$36,500.00 "
659,13-15,"$75,000.00 "
667,13-15,"$58,000.00 "
688,13-15,"$23,000.00 "
692,13-15,"$45,000.00 "
704,13-15,"$56,000.00 "
707,13-15,"$48,000.00 "
712,13-15,"$41,000.00 "
721,13-15,"$22,000.00 "
724,13-15,"$20,000.00 "
730,13-15,"$100,000.00 "
733,13-15,"$28,820.00 "
746,13-15,"$35,500.00 "
748,13-15,"$34,000.00 "
757,13-15,"$35,000.00 "
761,13-15,"$25,000.00 "
764,13-15,"$21,000.00 "
774,13-15,"$35,000.00 "
779,13-15,"$26,000.00 "
784,13-15,"$30,000.00 "
800,13-15,"$54,000.00 "
801,13-15,"$19,327.00 "
811,13-15,"$16,000.00 "
818,13-15,"$85,000.00 "
835,13-15,"$25,000.00 "
839,13-15,"$30,000.00 "
850,13-15,"$85,000.00 "
856,13-15,"$25,000.00 "
883,13-15,"$30,000.00 "
889,13-15,"$24,000.00 "
899,13-15,"$31,000.00 "
909,13-15,"$31,330.00 "
915,13-15,"$57,000.00 "
921,13-15,"$65,000.00 "
936,13-15,"$15,000.00 "
937,13-15,"$75,000.00 "
941,13-15,"$80,000.00 "
947,13-15,"$64,000.00 "
956,13-15,"$15,000.00 "
959,13-15,"$170,247.00 "
960,13-15,"$150,000.00 "
962,13-15,"$45,500.00 "
1004,13-15,"$56,000.00 "
1013,13-15,"$25,000.00 "
1038,13-15,"$24,000.00 "
1039,13-15,"$44,000.00 "
1058,13-15,"$47,000.00 "
1076,13-15,"$40,000.00 "
1081,13-15,"$38,262.00 "
1097,13-15,"$59,000.00 "
1102,13-15,$429.00 
1104,13-15,"$90,000.00 "
1116,13-15,"$30,000.00 "
1155,13-15,"$52,000.00 "
1158,13-15,"$31,000.00 "
1159,13-15,"$30,000.00 "
1160,13-15,"$20,000.00 "
1163,13-15,"$25,000.00 "
1166,13-15,"$20,609.00 "
1181,13-15,"$150,000.00 "
1188,13-15,"$130,000.00 "
1223,13-15,"$15,000.00 "
1224,13-15,"$12,000.00 "
1233,13-15,"$42,000.00 "
1238,13-15,"$62,000.00 "
1256,13-15,"$50,000.00 "
1258,13-15,"$3,000.00 "
1261,13-15,"$50,000.00 "
1273,13-15,"$24,000.00 "
1279,13-15,"$24,000.00 "
1287,13-15,"$50,000.00 "
1288,13-15,"$21,000.00 "
1290,13-15,"$36,000.00 "
1291,13-15,"$16,000.00 "
1294,13-15,"$209,138.00 "
1301,13-15,"$25,000.00 "
1315,13-15,"$257,286.00 "
1320,13-15,"$78,000.00 "
1321,13-15,"$56,000.00 "
1338,13-15,"$42,000.00 "
1385,13-15,"$34,000.00 "
1393,13-15,"$79,000.00 "
1399,13-15,"$45,000.00 "
1411,13-15,"$16,000.00 "
1440,13-15,"$22,000.00 "
1459,13-15,"$40,000.00 "
1484,13-15,"$40,000.00 "
1487,13-15,"$45,000.00 "
1491,13-15,"$39,000.00 "
1492,13-15,"$45,000.00 "
1508,13-15,"$35,000.00 "
1512,13-15,"$15,000.00 "
1514,13-15,"$51,000.00 "
1529,13-15,"$23,000.00 "
1530,13-15,"$28,000.00 "
1555,13-15,"$28,352.00 "
1558,13-15,"$12,000.00 "
1566,13-15,"$39,100.00 "
1568,13-15,"$6,000.00 "
1571,13-15,"$45,000.00 "
1575,13-15,"$171,551.00 "
1586,13-15,"$54,000.00 "
1598,13-15,"$35,000.00 "
1642,13-15,"$75,000.00 "
1644,13-15,"$9,400.00 "
1659,13-15,"$26,000.00 "
1720,13-15,"$45,000.00 "
1739,13-15,"$10,000.00 "
1744,13-15,"$60,000.00 "
1751,13-15,"$35,000.00 "
1758,13-15,"$13,000.00 "
1775,13-15,"$34,000.00 "
1778,13-15,"$8,000.00 "
1780,13-15,"$40,000.00 "
1781,13-15,"$100,000.00 "
1784,13-15,"$45,000.00 "
1785,13-15,"$29,000.00 "
1792,13-15,"$15,000.00 "
1798,13-15,"$27,100.00 "
1810,13-15,"$155,867.00 "
1819,13-15,"$29,000.00 "
1831,13-15,"$64,000.00 "
1836,13-15,"$50,000.00 "
1837,13-15,"$32,000.00 "
1847,13-15,"$68,000.00 "
1848,13-15,"$46,000.00 "
1868,13-15,"$26,500.00 "
1889,13-15,"$35,675.00 "
1895,13-15,"$83,000.00 "
1912,13-15,"$25,000.00 "
1913,13-15,"$14,103.00 "
1920,13-15,"$2,000.00 "
1929,13-15,"$81,000.00 "
1944,13-15,"$86,000.00 "
1955,13-15,"$60,000.00 "
1958,13-15,"$45,000.00 "
1978,13-15,"$48,000.00 "
1986,13-15,"$23,000.00 "
1992,13-15,"$68,000.00 "
1994,13-15,"$28,000.00 "
1995,13-15,"$3,000.00 "
2007,13-15,"$143,000.00 "
2011,13-15,"$25,000.00 "
2024,13-15,"$65,000.00 "
2040,13-15,"$14,969.00 "
2041,13-15,"$20,000.00 "
2047,13-15,"$55,000.00 "
2057,13-15,"$9,000.00 "
2071,13-15,"$1,000.00 "
2088,13-15,"$30,000.00 "
2099,13-15,"$62,000.00 "
2107,13-15,"$5,100.00 "
2119,13-15,"$9,000.00 "
2120,13-15,"$4,000.00 "
2132,13-15,"$104,000.00 "
2133,13-15,"$39,400.00 "
2145,13-15,"$50,000.00 "
2147,13-15,"$34,000.00 "
2148,13-15,"$16,557.00 "
2163,13-15,"$60,000.00 "
2169,13-15,"$57,000.00 "
2172,13-15,"$63,000.00 "
2187,13-15,"$90,000.00 "
2188,13-15,"$36,000.00 "
2190,13-15,"$18,000.00 "
2204,13-15,"$26,074.00 "
2205,13-15,"$52,000.00 "
2207,13-15,"$30,000.00 "
2209,13-15,"$36,000.00 "
2214,13-15,"$11,000.00 "
2265,13-15,"$15,000.00 "
2278,13-15,"$49,000.00 "
2284,13-15,"$50,000.00 "
2332,13-15,"$26,524.00 "
2333,13-15,"$85,000.00 "
2337,13-15,"$35,650.00 "
2341,13-15,"$68,000.00 "
2344,13-15,"$44,000.00 "
2375,13-15,"$80,000.00 "
2376,13-15,"$60,000.00 "
2382,13-15,"$40,000.00 "
2385,13-15,"$62,000.00 "
2386,13-15,"$68,000.00 "
2410,13-15,"$13,000.00 "
2415,13-15,"$55,000.00 "
2417,13-15,"$42,500.00 "
2426,13-15,"$8,200.00 "
2437,13-15,"$125,000.00 "
2443,13-15,"$36,000.00 "
2447,13-15,"$37,770.00 "
2464,13-15,"$185,950.00 "
2474,13-15,"$10,574.00 "
2477,13-15,"$33,000.00 "
2489,13-15,"$30,000.00 "
2523,13-15,"$48,000.00 "
2542,13-15,"$12,800.00 "
2559,13-15,"$49,000.00 "
2566,13-15,"$32,000.00 "
2568,13-15,"$25,000.00 "
2585,13-15,"$56,000.00 "
2602,13-15,"$37,000.00 "
2613,13-15,"$40,000.00 "
2616,13-15,"$95,000.00 "
2620,13-15,"$59,500.00 "
2647,13-15,"$220,904.00 "
2677,13-15,"$22,000.00 "
2688,13-15,"$32,000.00 "
2694,13-15,"$25,000.00 "
2696,13-15,"$46,000.00 "
2725,13-15,"$26,000.00 "
2727,13-15,"$30,500.00 "
2736,13-15,"$27,000.00 "
2744,13-15,"$4,000.00 "
2746,13-15,"$30,000.00 "
2765,13-15,"$72,000.00 "
2767,13-15,"$33,000.00 "
2773,13-15,"$34,000.00 "
2774,13-15,"$60,000.00 "
2803,13-15,"$58,000.00 "
2815,13-15,"$35,000.00 "
2839,13-15,"$71,000.00 "
2841,13-15,"$50,000.00 "
2842,13-15,"$94,000.00 "
2856,13-15,"$16,000.00 "
2866,13-15,"$120,000.00 "
2877,13-15,"$45,000.00 "
2913,13-15,"$42,000.00 "
2939,13-15,"$65,000.00 "
2942,13-15,"$10,372.00 "
2952,13-15,"$35,000.00 "
2975,13-15,"$42,000.00 "
2981,13-15,"$18,300.00 "
2996,13-15,"$60,000.00 "
3024,13-15,"$85,000.00 "
3025,13-15,"$1,500.00 "
3041,13-15,"$12,000.00 "
3047,13-15,"$7,200.00 "
3058,13-15,"$77,000.00 "
3089,13-15,"$13,000.00 "
3091,13-15,"$41,000.00 "
3107,13-15,"$22,000.00 "
3117,13-15,"$87,000.00 "
3120,13-15,"$1,200.00 "
3140,13-15,"$73,000.00 "
3161,13-15,"$30,000.00 "
3201,13-15,"$32,000.00 "
3218,13-15,"$6,000.00 "
3219,13-15,"$72,000.00 "
3225,13-15,"$6,700.00 "
3231,13-15,"$41,600.00 "
3232,13-15,"$27,000.00 "
3234,13-15,"$30,000.00 "
3237,13-15,"$42,000.00 "
3249,13-15,"$25,000.00 "
3250,13-15,"$12,000.00 "
3269,13-15,"$17,000.00 "
3281,13-15,"$37,000.00 "
3282,13-15,"$52,000.00 "
3284,13-15,"$113,000.00 "
3287,13-15,"$1,800.00 "
3307,13-15,"$20,000.00 "
3308,13-15,"$20,000.00 "
3312,13-15,"$24,000.00 "
3330,13-15,"$145,000.00 "
3331,13-15,"$32,000.00 "
3350,13-15,"$10,000.00 "
3354,13-15,"$10,000.00 "
3355,13-15,"$50,000.00 "
3356,13-15,"$2,000.00 "
3359,13-15,"$45,000.00 "
3375,13-15,"$50,000.00 "
3380,13-15,$900.00 
3392,13-15,"$45,000.00 "
3401,13-15,"$32,000.00 "
3405,13-15,"$43,500.00 "
3420,13-15,"$72,000.00 "
3421,13-15,"$105,000.00 "
3424,13-15,"$33,000.00 "
3425,13-15,"$77,000.00 "
3432,13-15,"$24,626.00 "
3457,13-15,"$26,000.00 "
3458,13-15,"$28,000.00 "
3468,13-15,"$72,000.00 "
3477,13-15,"$18,520.00 "
3481,13-15,"$47,000.00 "
3482,13-15,"$65,000.00 "
3494,13-15,"$87,000.00 "
3496,13-15,"$24,600.00 "
3497,13-15,"$77,000.00 "
3505,13-15,"$67,000.00 "
3521,13-15,"$44,000.00 "
3524,13-15,"$52,000.00 "
3531,13-15,"$11,000.00 "
3533,13-15,"$135,000.00 "
3545,13-15,"$31,000.00 "
3546,13-15,"$65,000.00 "
3547,13-15,"$35,000.00 "
3548,13-15,"$40,000.00 "
3552,13-15,"$38,000.00 "
3567,13-15,"$2,760.00 "
3587,13-15,"$43,000.00 "
3597,13-15,"$7,000.00 "
3606,13-15,"$35,000.00 "
3609,13-15,"$39,000.00 "
3610,13-15,"$7,900.00 "
3661,13-15,"$4,500.00 "
3666,13-15,"$36,000.00 "
3667,13-15,"$6,360.00 "
3679,13-15,"$85,000.00 "
3705,13-15,"$45,000.00 "
3706,13-15,"$42,000.00 "
3714,13-15,"$25,000.00 "
3718,13-15,"$28,013.00 "
3725,13-15,"$23,000.00 "
3730,13-15,"$25,275.00 "
3734,13-15,"$30,000.00 "
3758,13-15,"$11,000.00 "
3766,13-15,"$78,000.00 "
3787,13-15,"$12,000.00 "
3791,13-15,"$47,000.00 "
3793,13-15,"$55,000.00 "
3794,13-15,"$30,000.00 "
3807,13-15,"$51,000.00 "
3813,13-15,"$44,000.00 "
3844,13-15,"$65,000.00 "
3867,13-15,"$1,200.00 "
3883,13-15,"$45,000.00 "
3888,13-15,"$58,000.00 "
3901,13-15,"$45,000.00 "
3907,13-15,"$54,000.00 "
3908,13-15,"$30,000.00 "
3912,13-15,"$80,000.00 "
3949,13-15,"$39,000.00 "
3960,13-15,"$38,000.00 "
3965,13-15,"$108,000.00 "
3978,13-15,"$3,000.00 "
3985,13-15,"$50,000.00 "
3989,13-15,"$52,000.00 "
3992,13-15,"$39,900.00 "
3995,13-15,"$36,000.00 "
3996,13-15,"$40,000.00 "
4001,13-15,"$7,800.00 "
4008,13-15,"$79,000.00 "
4009,13-15,"$25,000.00 "
4015,13-15,"$22,000.00 "
4021,13-15,"$27,300.00 "
4035,13-15,"$25,000.00 "
4041,13-15,"$32,000.00 "
4042,13-15,"$68,000.00 "
4051,13-15,"$1,748.00 "
4054,13-15,"$45,000.00 "
4060,13-15,"$6,000.00 "
4088,13-15,"$222,924.00 "
4129,13-15,"$45,000.00 "
4131,13-15,"$50,000.00 "
4148,13-15,"$49,000.00 "
4153,13-15,"$75,000.00 "
4200,13-15,"$32,000.00 "
4201,13-15,"$62,000.00 "
4219,13-15,"$42,000.00 "
4228,13-15,"$75,000.00 "
4230,13-15,"$89,000.00 "
4231,13-15,"$10,000.00 "
4236,13-15,"$58,000.00 "
4245,13-15,"$75,210.00 "
4247,13-15,"$90,000.00 "
4252,13-15,"$41,000.00 "
4254,13-15,"$8,900.00 "
4265,13-15,"$27,000.00 "
4292,13-15,"$38,000.00 "
4295,13-15,"$76,000.00 "
4297,13-15,"$88,000.00 "
4310,13-15,"$40,000.00 "
4316,13-15,"$8,500.00 "
4318,13-15,"$32,000.00 "
4323,13-15,"$15,500.00 "
4330,13-15,"$50,000.00 "
4337,13-15,"$23,000.00 "
4348,13-15,"$93,000.00 "
4354,13-15,"$20,000.00 "
4358,13-15,"$50,000.00 "
4366,13-15,"$70,000.00 "
4379,13-15,"$38,000.00 "
4391,13-15,"$3,500.00 "
4409,13-15,"$50,000.00 "
4430,13-15,"$48,000.00 "
4438,13-15,"$95,000.00 "
4447,13-15,"$45,291.00 "
4465,13-15,"$15,000.00 "
4468,13-15,"$79,000.00 "
4478,13-15,"$53,000.00 "
4488,13-15,"$108,000.00 "
4499,13-15,"$54,300.00 "
4506,13-15,"$30,000.00 "
4509,13-15,"$72,899.00 "
4511,13-15,"$125,000.00 "
4513,13-15,"$48,000.00 "
4514,13-15,"$125,000.00 "
4518,13-15,"$70,000.00 "
4528,13-15,"$62,987.00 "
4534,13-15,"$35,000.00 "
4536,13-15,"$11,000.00 "
4542,13-15,"$34,000.00 "
4560,13-15,"$21,000.00 "
4571,13-15,"$27,359.00 "
4579,13-15,"$35,000.00 "
4582,13-15,"$50,000.00 "
4595,13-15,"$95,000.00 "
4602,13-15,"$10,000.00 "
4624,13-15,"$27,581.00 "
4625,13-15,"$77,000.00 "
4633,13-15,"$90,000.00 "
4636,13-15,"$99,000.00 "
4642,13-15,"$90,000.00 "
4643,13-15,"$56,000.00 "
4651,13-15,"$25,000.00 "
4665,13-15,"$15,000.00 "
4669,13-15,"$40,000.00 "
4675,13-15,"$38,000.00 "
4687,13-15,"$68,651.00 "
4694,13-15,"$4,000.00 "
4699,13-15,"$137,000.00 "
4702,13-15,"$100,000.00 "
4704,13-15,"$5,000.00 "
4717,13-15,"$3,000.00 "
4729,13-15,"$15,000.00 "
4738,13-15,"$75,000.00 "
4768,13-15,"$30,000.00 "
4803,13-15,"$19,000.00 "
4805,13-15,"$90,000.00 "
4810,13-15,"$50,000.00 "
4813,13-15,"$74,000.00 "
4815,13-15,"$58,000.00 "
4825,13-15,"$42,000.00 "
4832,13-15,"$57,000.00 "
4839,13-15,"$14,000.00 "
4840,13-15,"$24,226.00 "
4844,13-15,"$6,000.00 "
4856,13-15,"$60,000.00 "
4859,13-15,"$36,000.00 "
4862,13-15,"$39,000.00 "
4865,13-15,"$25,000.00 "
4880,13-15,"$27,000.00 "
4881,13-15,"$80,000.00 "
4883,13-15,"$47,000.00 "
4889,13-15,"$65,000.00 "
4890,13-15,"$22,000.00 "
4899,13-15,"$20,000.00 "
4922,13-15,"$17,000.00 "
4924,13-15,"$33,500.00 "
4929,13-15,"$17,900.00 "
4930,13-15,"$18,839.00 "
4931,13-15,"$33,000.00 "
4933,13-15,"$39,000.00 "
4943,13-15,"$42,000.00 "
4953,13-15,"$22,000.00 "
4962,13-15,"$36,000.00 "
4967,13-15,"$32,500.00 "
4968,13-15,"$66,948.00 "
4972,13-15,"$3,000.00 "
4976,13-15,"$94,000.00 "
4981,13-15,"$35,100.00 "
4987,13-15,"$15,000.00 "
4997,13-15,"$62,000.00 "
5017,13-15,"$115,000.00 "
5022,13-15,"$80,000.00 "
5025,13-15,"$40,000.00 "
5026,13-15,"$42,000.00 "
5037,13-15,"$18,230.00 "
5042,13-15,"$29,000.00 "
5043,13-15,"$29,993.00 "
5053,13-15,"$60,000.00 "
5055,13-15,"$43,000.00 "
5062,13-15,"$25,000.00 "
5094,13-15,"$10,000.00 "
5101,13-15,"$11,000.00 "
5102,13-15,"$33,000.00 "
5125,13-15,"$3,000.00 "
5134,13-15,"$42,000.00 "
5149,13-15,"$6,000.00 "
5151,13-15,"$89,000.00 "
5156,13-15,"$100,000.00 "
5174,13-15,"$65,000.00 "
5178,13-15,"$25,000.00 "
5187,13-15,"$34,500.00 "
5191,13-15,"$20,000.00 "
5199,13-15,"$15,000.00 "
5221,13-15,"$35,000.00 "
5227,13-15,"$40,000.00 "
5229,13-15,"$32,530.00 "
5235,13-15,"$70,000.00 "
5246,13-15,"$31,000.00 "
5248,13-15,"$96,000.00 "
5249,13-15,"$36,000.00 "
5254,13-15,"$120,000.00 "
5255,13-15,"$37,100.00 "
5256,13-15,"$68,000.00 "
5259,13-15,"$3,500.00 "
5263,13-15,"$35,000.00 "
5266,13-15,"$98,000.00 "
5267,13-15,"$50,000.00 "
5274,13-15,"$6,000.00 "
5277,13-15,"$10,000.00 "
5300,13-15,"$63,000.00 "
5308,13-15,"$11,000.00 "
5315,13-15,"$16,000.00 "
5318,13-15,"$20,000.00 "
5329,13-15,"$51,000.00 "
5330,13-15,"$30,000.00 "
5332,13-15,"$25,000.00 "
5333,13-15,"$29,000.00 "
5340,13-15,"$10,000.00 "
5349,13-15,"$5,250.00 "
5350,13-15,"$36,500.00 "
5358,13-15,"$55,000.00 "
5360,13-15,"$14,000.00 "
5361,13-15,"$3,000.00 "
5365,13-15,"$65,000.00 "
5377,13-15,"$56,000.00 "
5390,13-15,"$52,000.00 "
5392,13-15,"$52,000.00 "
5397,13-15,"$23,699.00 "
5404,13-15,"$29,500.00 "
5408,13-15,"$40,000.00 "
5427,13-15,"$38,000.00 "
5428,13-15,"$45,000.00 "
5441,13-15,"$150,000.00 "
5442,13-15,"$6,800.00 "
5445,13-15,"$14,000.00 "
5453,13-15,"$6,000.00 "
5500,13-15,"$40,000.00 "
5511,13-15,"$28,000.00 "
5512,13-15,"$55,000.00 "
5518,13-15,"$40,000.00 "
5540,13-15,"$125,000.00 "
5568,13-15,"$38,000.00 "
5609,13-15,"$24,000.00 "
5611,13-15,"$18,000.00 "
5612,13-15,"$26,500.00 "
5649,13-15,"$22,000.00 "
5661,13-15,"$1,600.00 "
5674,13-15,"$8,000.00 "
5699,13-15,"$45,000.00 "
5702,13-15,"$24,000.00 "
5703,13-15,"$42,500.00 "
5708,13-15,"$33,000.00 "
6285,13-15,"$60,000.00 "
11763,13-15,"$146,000.00 "
11769,13-15,"$8,000.00 "
11777,13-15,"$74,500.00 "
11778,13-15,"$32,900.00 "
11797,13-15,"$1,200.00 "
11798,13-15,"$17,000.00 "
11799,13-15,"$32,000.00 "
11806,13-15,"$63,000.00 "
11815,13-15,"$1,300.00 "
11816,13-15,"$19,500.00 "
11819,13-15,"$27,700.00 "
11832,13-15,"$15,000.00 "
11833,13-15,"$25,000.00 "
11838,13-15,"$52,000.00 "
11841,13-15,"$57,000.00 "
11844,13-15,"$20,108.00 "
11845,13-15,"$40,000.00 "
11851,13-15,"$80,000.00 "
11863,13-15,"$77,919.00 "
11869,13-15,"$38,400.00 "
11872,13-15,"$24,500.00 "
11886,13-15,"$10,000.00 "
11897,13-15,"$64,000.00 "
11901,13-15,"$29,000.00 "
11911,13-15,"$46,000.00 "
11923,13-15,"$12,000.00 "
11924,13-15,"$68,458.00 "
11932,13-15,"$10,000.00 "
11945,13-15,"$40,000.00 "
11971,13-15,"$39,000.00 "
12005,13-15,"$35,000.00 "
12012,13-15,"$65,000.00 "
12036,13-15,"$28,900.00 "
12052,13-15,"$32,000.00 "
12061,13-15,"$42,000.00 "
12062,13-15,"$20,000.00 "
12066,13-15,"$3,000.00 "
12070,13-15,"$34,000.00 "
12087,13-15,"$3,000.00 "
12098,13-15,"$53,000.00 "
12104,13-15,"$36,323.00 "
12138,13-15,"$21,000.00 "
12140,13-15,"$45,000.00 "
